list-none-none,1,10,1,30,97066,3235
list-none-none,1,100,1,300,106537,355
list-none-none,1,1000,1,3000,180642,60
list-none-none,1,10000,1,30000,790381,26
list-none-none,1,20000,1,60000,1427280,23
list-none-none,2,1,1,6,114513,19085
list-none-none,4,1,1,12,147582,12298
list-none-none,8,1,1,24,263337,10972
list-none-none,12,1,1,36,398023,11056
list-none-none,2,2,1,12,113395,9449
Corrupted list1
list-none-none,8,2,1,48,304412,6341
Corrupted list1
Corrupted list1
Corrupted list1
list-none-none,4,4,1,48,164462,3426
Corrupted list2
Corrupted list1
list-none-none,12,4,1,144,426597,2962
Corrupted list2
list-none-none,4,8,1,96,166477,1734
list-none-none,8,8,1,192,309170,1610
list-none-none,12,8,1,288,371290,1289
list-none-none,2,16,1,96,129602,1350
list-none-none,4,16,1,192,210133,1094
list-none-none,8,16,1,384,280875,731
list-none-none,12,16,1,576,405136,703
list-none-none,2,32,1,192,125245,652
list-none-none,4,32,1,384,150927,393
Corrupted list2
Corrupted list2
Corrupted list2
list-none-none,2,10,1,60,102325,1705
Corrupted list1
Corrupted list1
Corrupted list1
list-none-none,8,10,1,240,322510,1343
list-none-none,12,10,1,360,431953,1199
list-none-none,2,100,1,600,112210,187
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list3
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list4
list-i-none,2,8,1,48,98568,2053
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
list-d-none,2,1,1,6,102792,17132
list-d-none,4,1,1,12,139331,11610
list-d-none,8,1,1,24,281708,11737
list-d-none,12,1,1,36,423058,11751
list-d-none,2,2,1,12,109052,9087
list-d-none,4,2,1,24,198174,8257
Corrupted list4
Corrupted list4
list-d-none,2,4,1,24,116005,4833
Corrupted list4
Corrupted list2
list-d-none,12,4,1,144,424061,2944
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
list-d-none,2,16,1,96,148081,1542
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list1
list-il-none,2,1,1,6,115782,19297
list-il-none,4,1,1,12,151260,12605
list-il-none,8,1,1,24,292596,12191
Corrupted list1
Corrupted list1
list-il-none,2,2,1,12,145206,12100
list-il-none,4,2,1,24,159118,6629
Corrupted list1
Corrupted list1
Corrupted list2
list-il-none,2,4,1,24,106171,4423
list-il-none,4,4,1,48,169432,3529
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
list-il-none,2,8,1,48,161182,3357
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list4
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list1
list-dl-none,2,1,1,6,132494,22082
list-dl-none,4,1,1,12,159401,13283
list-dl-none,8,1,1,24,314210,13092
list-dl-none,12,1,1,36,344530,9570
list-dl-none,2,2,1,12,89125,7427
Corrupted list1
Corrupted list1
Corrupted list1
list-dl-none,8,2,1,48,329300,6860
list-dl-none,12,2,1,72,435649,6050
list-dl-none,2,4,1,24,138328,5763
list-dl-none,4,4,1,48,188834,3934
list-dl-none,8,4,1,96,304338,3170
list-dl-none,12,4,1,144,386507,2684
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
list-dl-none,2,16,1,96,175914,1832
Corrupted list1
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list2
Corrupted list1
Corrupted list1
list-dl-none,2,32,1,192,256180,1334
Corrupted list1
Corrupted list1
Corrupted list2
Corrupted list1
Corrupted list1
Corrupted list1
list-i-s,12,10,1,360,570412,1584
list-d-s,12,10,1,360,419486,1165
list-il-s,12,10,1,360,1959889,5444
list-dl-s,12,10,1,360,1838581,5107
list-i-s,32,10,1,960,5179366,5395
list-d-s,32,10,1,960,4126243,4298
list-il-s,32,10,1,960,83038809,86498
list-dl-s,32,10,1,960,66629144,69405
list-i-s,12,100,1,3600,7944314,2206
list-d-s,12,100,1,3600,7655573,2126
list-il-s,12,100,1,3600,22917490,6365
list-dl-s,12,100,1,3600,22597246,6277
list-i-s,32,100,1,9600,121904948,12698
list-d-s,32,100,1,9600,146195127,15228
list-il-s,32,100,1,9600,713481478,74320
list-dl-s,32,100,1,9600,715127078,74492
list-i-m,12,10,1,360,425964,1183
list-d-m,12,10,1,360,429941,1194
list-il-m,12,10,1,360,1317913,3660
list-dl-m,12,10,1,360,1270531,3529
list-i-m,32,10,1,960,2493967,2597
list-d-m,32,10,1,960,970708,1011
list-il-m,32,10,1,960,6888346,7175
list-dl-m,32,10,1,960,6149172,6405
list-i-m,12,100,1,3600,6281610,1744
list-d-m,12,100,1,3600,6743264,1873
list-il-m,12,100,1,3600,17454497,4848
list-dl-m,12,100,1,3600,14416756,4004
list-i-m,32,100,1,9600,32887529,3425
list-d-m,32,100,1,9600,34269798,3569
list-il-m,32,100,1,9600,97670020,10173
list-dl-m,32,100,1,9600,80160626,8350
list-none-m,1,1000,1,3000,212641,70
list-none-m,2,1000,1,6000,887414,147
list-none-m,4,1000,1,12000,6504096,542
list-none-m,8,1000,1,24000,20986652,874
list-none-m,12,1000,1,36000,46324589,1286
list-none-m,16,1000,1,48000,83279274,1734
list-none-m,24,1000,1,72000,180211074,2502
list-none-s,1,1000,1,3000,150050,50
list-none-s,2,1000,1,6000,1274822,212
list-none-s,4,1000,1,12000,6430285,535
list-none-s,8,1000,1,24000,23539677,980
list-none-s,12,1000,1,36000,63557546,1765
list-none-s,16,1000,1,48000,124674120,2597
list-none-s,24,1000,1,72000,404575091,5619
